Age,Area_Rural,Area_Suburban,Area_Urban,Children,Churn_Yes,Contacts,Contract_Month_To_Month,Contract_One_Year,Contract_Two_Year,CourteousExchange,Deviceprotection_Yes,Email,EvidenceOfActiveListening,Gender_Female,Gender_Male,Gender_Nonbinary,Income,Internetservice_Dsl,Internetservice_Fiber_Optic,Internetservice_None,Marital_Divorced,Marital_Married,Marital_Never_Married,Marital_Separated,Marital_Widowed,MonthlyCharge,Multiple_Yes,Onlinebackup_Yes,Onlinesecurity_Yes,Options,Outage_Sec_Perweek,Paperlessbilling_Yes,Paymentmethod_Bank_Transfer(Automatic),Paymentmethod_Credit_Card_(Automatic),Paymentmethod_Electronic_Check,Paymentmethod_Mailed_Check,Phone_Yes,Population,Port_Modem_Yes,Reliability,RespectfulResponse,Streamingmovies_Yes,Streamingtv_Yes,Tablet_Yes,Techie_Yes,Techsupport_Yes,Tenure,TimelyFixes,TimelyReplacements,TimelyResponse,Yearly_Equip_Failure,Bandwidth_GB_Year
24,0,1,0,8,0,1,1,0,0,5,1,15,3,0,1,0,14083.69,0,1,0,1,0,0,0,0,184.967,0,1,0,4,12.19579,0,0,1,0,0,1,11499,1,3,2,0,1,0,0,1,66.89524,4,5,4,0,6234.682273
39,1,0,0,3,0,1,0,0,1,4,1,10,2,1,0,0,6536.16,1,0,0,1,0,0,0,0,139.965,0,0,0,5,12.67033,1,0,1,0,0,1,1749,0,3,4,1,0,0,0,0,62.04916,4,6,4,0,5866.495925
27,0,1,0,1,0,1,0,1,0,5,0,14,5,1,0,0,8764.63,0,0,1,0,0,0,1,0,210.1563,1,0,1,3,12.34578,1,0,0,1,0,1,7797,0,4,4,1,1,0,0,0,26.91021,5,4,5,1,2911.171492
58,1,0,0,4,1,3,1,0,0,3,1,12,4,1,0,0,55582.0,0,0,1,0,0,1,0,0,197.5169,1,1,1,3,7.601803,0,0,0,0,1,1,0,1,3,4,1,0,0,0,1,11.42464,3,4,4,0,1518.895794
62,0,0,1,0,1,2,0,1,0,1,0,14,2,0,1,0,161251.0,1,0,0,0,0,0,1,0,235.1417,1,0,1,1,10.05354,1,0,0,1,0,1,28487,0,4,5,1,1,0,0,1,56.32645,3,5,3,0,5640.808851
26,0,0,1,8,0,1,1,0,0,3,1,10,5,1,0,0,58434.6,0,0,1,0,0,0,0,1,129.995,0,0,0,5,6.928805,1,0,0,0,1,0,5553,0,1,3,0,1,0,0,1,63.96748,7,5,6,0,5847.186613
81,1,0,0,2,0,1,1,0,0,3,1,13,3,0,1,0,21145.92,1,0,0,0,0,0,0,1,129.9915,0,1,1,4,12.02273,0,0,0,1,0,1,1062,0,3,4,0,0,0,1,0,71.93174,4,4,3,2,6599.564823
78,1,0,0,1,1,0,1,0,0,3,0,12,3,1,0,0,83983.27,0,0,1,1,0,0,0,0,210.138,0,1,0,3,5.982841,1,0,0,1,0,1,14659,0,3,3,1,1,1,1,1,40.21109,2,3,3,1,3784.965371
29,0,1,0,9,0,1,1,0,0,2,0,12,4,0,0,1,52658.25,1,0,0,0,1,0,0,0,159.9656,1,1,0,4,11.97729,1,1,0,0,0,1,1103,1,2,3,0,0,1,0,1,65.48954,3,3,3,0,6287.497445
35,1,0,0,4,0,1,0,0,1,3,1,6,3,0,1,0,1772.89,1,0,0,1,0,0,0,0,174.9768,1,0,0,3,3.090771,0,0,0,1,0,1,22553,1,4,3,0,1,0,0,1,47.03744,3,3,3,0,4839.828588
24,1,0,0,0,0,1,0,0,1,4,0,10,5,1,0,0,75458.79,0,1,0,0,0,0,1,0,147.478341,1,0,1,3,9.531063533,1,0,0,1,0,1,11294,1,2,3,0,0,0,0,0,14.86764776,5,5,5,0,1446.203986
29,1,0,0,1,1,0,1,0,0,5,1,10,3,1,0,0,21897.41,0,1,0,0,0,1,0,0,182.467607,1,0,0,2,13.1215267,1,1,0,0,0,0,88349,0,5,5,0,1,1,1,0,1.171557288,3,4,2,0,544.12326
48,0,1,0,0,0,0,1,0,0,4,1,17,5,1,0,0,24892.78,0,1,0,0,0,0,0,1,194.976769,1,0,0,4,8.546096292,0,0,1,0,0,0,32825,0,2,6,0,1,0,0,1,2.849622074,3,4,4,1,592.8646912
31,0,0,1,1,1,1,1,0,0,4,0,11,4,0,1,0,11332.09,0,1,0,0,0,0,1,0,207.6094,0,0,0,2,6.827972,1,1,0,0,0,1,8725,0,5,5,1,1,1,0,0,12.82008,3,3,2,0,1643.441405
40,1,0,0,1,1,1,1,0,0,3,0,16,3,0,1,0,57025.5,1,0,0,1,0,0,0,0,139.9349,0,1,0,5,11.24987,1,0,1,0,0,1,2349,0,3,2,0,1,0,0,0,1.453865,4,4,3,0,928.6314289
78,0,1,0,0,0,0,0,1,0,3,1,11,4,0,1,0,13172.44,1,0,0,1,0,0,0,0,142.5007,0,1,1,3,3.191798,0,0,0,1,0,1,770,1,3,3,0,0,1,0,1,50.73425,3,3,3,2,4815.278288
20,0,0,1,1,0,1,1,0,0,4,1,14,5,1,0,0,17163.24,0,1,0,0,0,0,0,1,174.9919,0,0,1,4,7.175714,1,0,1,0,0,1,640,0,3,3,1,0,1,1,1,62.32519,5,5,5,1,5555.86987
33,0,1,0,0,0,0,0,0,1,4,1,13,3,0,1,0,51477.31,0,0,1,0,0,1,0,0,175.0211,1,0,1,4,9.312883,0,1,0,0,0,1,1595,0,2,4,1,0,0,0,1,60.0122,4,5,3,1,5447.179024
45,0,1,0,0,1,0,1,0,0,3,1,13,3,1,0,0,38444.93,1,0,0,1,0,0,0,0,257.6513,1,1,1,2,11.81019,1,0,0,1,0,1,1817,0,5,3,1,1,0,0,0,66.78494,2,2,1,1,6681.250538
81,0,1,0,6,0,1,0,0,1,2,0,13,3,0,1,0,62613.43,0,1,0,0,1,0,0,0,134.9509,0,1,0,4,11.44144,1,0,0,1,0,1,1215,1,4,4,0,0,0,0,0,64.00973,4,3,4,1,5499.748153
58,1,0,0,1,0,0,1,0,0,3,0,12,5,0,1,0,31973.73,1,0,0,0,0,1,0,0,154.9618,0,1,1,3,10.86371,1,0,0,1,0,1,124,0,6,4,0,1,1,0,1,60.95034,3,4,4,1,5824.155057
38,1,0,0,4,0,0,1,0,0,4,0,13,4,0,1,0,62731.56,0,1,0,0,0,1,0,0,230.1051,0,1,0,5,10.75982,0,1,0,0,0,1,526,1,3,4,1,1,0,1,0,40.41527,5,5,4,0,4067.92605
30,0,1,0,2,0,2,0,1,0,3,1,12,5,0,1,0,28600.78,0,1,0,0,1,0,0,0,204.9634,1,1,0,4,11.67122,1,0,0,1,0,1,46327,1,5,5,0,1,0,0,0,21.53238,2,3,3,0,2380.995294
60,0,0,1,3,0,0,1,0,0,4,1,16,4,1,0,0,81905.71,0,0,1,0,1,0,0,0,147.5031,1,1,0,4,10.29324,0,0,0,1,0,1,31085,1,3,2,0,0,0,0,0,6.523366,3,3,3,1,840.7473935
85,0,1,0,10,0,3,1,0,0,3,0,8,4,1,0,0,47909.61,0,1,0,0,1,0,0,0,167.4564,1,1,0,5,9.089124,1,0,0,1,0,1,3875,1,3,2,0,0,0,1,0,12.55601,2,2,2,0,1383.430229
73,0,1,0,1,0,2,0,1,0,2,1,8,3,1,0,0,26231.41,0,1,0,1,0,0,0,0,152.4798,0,0,1,2,10.31976,1,1,0,0,0,1,589,0,5,4,0,1,1,0,0,13.67733,3,3,3,1,1427.811261
50,0,1,0,3,0,0,1,0,0,4,1,11,4,1,0,0,17201.71,1,0,0,0,0,0,0,1,104.9781,0,0,0,2,10.99852,0,0,1,0,0,1,33235,1,4,4,0,0,0,0,0,43.63637,4,3,3,0,4162.046301
75,1,0,0,0,1,0,1,0,0,3,1,13,3,1,0,0,58482.9,0,1,0,0,0,0,1,0,192.470522,1,0,0,3,8.294186076,1,0,0,0,1,1,55519,0,3,4,1,0,0,0,0,2.188918771,3,3,3,0,409.7486664
55,1,0,0,5,1,0,1,0,0,3,1,7,2,0,1,0,10315.72,1,0,0,0,0,0,1,0,172.4885,1,1,0,4,13.15703,0,1,0,0,0,1,9076,1,2,2,0,0,1,1,1,14.80885,3,3,3,0,2097.707886
30,0,0,1,1,1,1,1,0,0,5,0,11,4,1,0,0,26139.47,1,0,0,1,0,0,0,0,255.1198,1,1,0,3,7.733155,1,0,0,0,1,1,125,0,5,5,1,1,1,0,1,64.60644,5,4,5,0,6426.687397
30,0,0,1,0,0,1,1,0,0,1,0,11,3,1,0,0,90664.75,0,1,0,0,1,0,0,0,112.4551,0,0,0,4,11.05354,1,0,0,0,1,1,4981,0,2,2,0,0,1,0,0,2.362663,1,3,2,0,254.7465501
44,0,0,1,1,0,1,1,0,0,5,1,9,5,1,0,0,26040.67,0,1,0,0,0,0,0,1,127.4958,0,0,1,4,12.19992,1,0,0,0,1,1,16665,1,3,3,0,0,0,0,0,21.06329,2,3,2,0,1932.26875
84,1,0,0,0,1,0,1,0,0,4,0,12,4,0,0,1,10979.8,0,1,0,0,0,1,0,0,204.961,1,1,1,6,6.638957,0,1,0,0,0,1,2381,0,2,5,1,0,0,0,0,9.553951,5,4,5,0,1063.934914
22,0,0,1,4,0,1,0,0,1,4,1,14,3,0,0,1,69455.07,1,0,0,0,0,0,0,1,162.4676,1,0,0,3,10.38882,0,0,1,0,0,1,680,1,4,5,0,1,0,0,0,4.434036,4,3,3,2,1301.182014
55,0,1,0,2,1,2,1,0,0,3,1,10,5,1,0,0,57281.66,0,1,0,1,0,0,0,0,242.628057,0,1,0,3,5.762293362,0,0,0,1,0,1,22529,0,3,4,1,1,1,0,0,3.469955007,3,2,2,1,961.4921994
80,1,0,0,3,1,0,1,0,0,5,1,10,4,0,1,0,51082.1,0,1,0,0,0,1,0,0,287.6427,1,1,0,3,11.48824,1,0,1,0,0,1,357,1,4,5,1,1,0,0,1,6.62916,6,6,6,0,1292.497362
61,0,0,1,2,0,4,1,0,0,6,0,12,4,1,0,0,26364.52,1,0,0,0,1,0,0,0,164.9647,0,1,1,3,4.838589,0,0,0,1,0,1,9647,1,4,3,1,0,0,0,1,62.86571,4,3,3,0,5918.858621
59,1,0,0,0,0,3,0,1,0,4,0,8,3,0,1,0,31150.04,0,1,0,0,1,0,0,0,179.9476,1,0,0,4,10.259,0,0,0,1,0,0,11294,0,3,2,1,0,0,0,0,13.33556,3,4,4,1,1372.679029
76,0,0,1,8,0,0,0,1,0,4,0,14,4,0,1,0,68046.98,0,0,1,0,1,0,0,0,182.4762,1,1,0,4,15.84252,0,0,0,1,0,1,1139,1,2,4,1,0,0,0,1,69.76328,2,4,4,2,6285.098359
39,0,1,0,1,1,1,0,0,1,3,1,14,3,1,0,0,44779.1,1,0,0,0,0,0,1,0,255.1336,1,1,0,3,6.280831,1,0,0,1,0,1,63,0,3,4,1,1,0,0,0,9.539097,4,2,4,0,1965.90329
53,1,0,0,0,0,5,0,0,1,2,0,7,4,0,0,1,10475.58,0,1,0,0,0,0,0,1,137.4686,0,1,1,5,5.327354,1,0,0,0,1,1,294,1,3,3,0,0,0,0,0,71.32046,2,3,3,1,5994.956113
36,0,1,0,4,0,1,0,0,1,3,1,7,4,1,0,0,31975.58,1,0,0,0,0,1,0,0,212.6415,0,0,0,2,13.92475,1,0,0,1,0,1,171,1,5,5,1,1,0,0,1,55.87037,3,4,5,1,5702.76012
65,1,0,0,0,1,3,1,0,0,2,1,8,3,0,1,0,4795.94,0,1,0,0,1,0,0,0,235.1591,0,0,1,4,10.61107,0,0,0,1,0,0,2562,1,5,3,1,1,1,1,1,2.748652,2,2,1,0,840.6246629
84,1,0,0,1,0,1,1,0,0,4,1,12,3,0,1,0,48689.21,0,0,1,1,0,0,0,0,117.5152,0,1,1,4,15.49091,1,0,0,1,0,1,172,0,2,3,0,0,0,1,0,47.96511,3,4,4,0,4181.676431
63,0,1,0,3,1,0,1,0,0,3,0,15,3,1,0,0,38737.86,0,1,0,0,0,0,1,0,172.4441,0,1,0,4,6.693519,1,1,0,0,0,1,3519,1,4,2,0,1,0,0,1,1.709971,2,1,2,0,479.5519429
35,0,1,0,1,0,1,0,0,1,3,0,9,4,0,1,0,27361.32,0,1,0,0,0,0,0,1,134.9509,0,1,0,5,10.27532,1,0,0,1,0,1,12768,1,2,3,0,0,1,0,0,56.78051,3,3,3,0,4904.294892
85,1,0,0,3,1,2,0,0,1,5,0,9,3,1,0,0,24740.03,1,0,0,1,0,0,0,0,210.1051,0,1,0,4,6.926083,0,0,0,0,1,1,51,1,4,5,1,1,0,1,0,9.343412,4,3,4,0,1703.524533
87,1,0,0,0,0,1,0,0,1,3,1,8,2,1,0,0,4464.62,0,1,0,0,0,0,1,0,147.4738,0,1,0,5,3.954662,1,0,0,1,0,1,329,1,2,2,0,0,0,0,0,11.37064,2,3,3,0,985.0942314
32,1,0,0,2,0,0,0,1,0,4,0,12,6,0,1,0,6494.55,0,1,0,0,0,1,0,0,139.9568,0,0,1,2,9.470573,1,0,0,0,1,1,15251,1,4,4,0,1,1,0,0,70.09214,5,4,5,2,6177.436257
89,1,0,0,7,0,1,0,1,0,2,0,14,4,0,1,0,93936.05,0,1,0,0,1,0,0,0,232.6228,0,1,1,4,12.63119,0,0,1,0,0,1,1227,1,2,2,1,1,1,0,0,8.301576,3,3,3,1,1436.945723
19,0,0,1,3,0,1,1,0,0,3,0,16,3,1,0,0,15694.8,0,1,0,0,0,0,0,1,147.460067,0,1,0,5,7.423334085,1,0,0,1,0,1,6932,0,4,2,0,0,0,0,1,15.54691331,4,3,2,0,1561.767949
74,0,0,1,3,0,0,0,0,1,6,1,14,4,1,0,0,19659.9,0,0,1,0,0,0,1,0,152.4907,0,1,0,2,6.115623,1,0,0,1,0,1,516,0,4,4,0,1,0,0,1,55.15571,3,4,3,1,4907.861735
19,0,0,1,0,1,0,0,1,0,3,0,15,1,1,0,0,59419.82,1,0,0,1,0,0,0,0,222.6326,1,0,1,4,13.83841,0,0,0,1,0,1,770,0,5,4,1,1,0,1,0,2.608423,4,4,5,1,1328.874126
54,1,0,0,0,0,1,1,0,0,3,0,7,4,1,0,0,23918.86,0,1,0,0,0,0,1,0,152.466,0,0,1,5,12.09121,1,0,1,0,0,1,240,1,5,2,0,1,0,0,1,2.941261,3,3,3,0,498.8080579
31,0,0,1,9,1,0,0,0,1,2,0,9,2,1,0,0,55521.06,0,1,0,0,0,0,1,0,242.6326,1,0,1,3,9.276057,0,1,0,0,0,1,54,0,2,1,1,1,1,0,0,2.086344,2,2,3,0,1110.320153
58,0,1,0,0,0,1,0,0,1,4,1,9,5,1,0,0,24526.83,0,1,0,0,0,0,1,0,242.6281,0,1,0,2,8.112139,1,0,1,0,0,1,1349,1,5,3,1,1,1,0,0,64.76289,4,4,4,0,5912.297497
29,0,0,1,4,0,2,1,0,0,3,1,12,3,0,1,0,48257.2,0,1,0,0,1,0,0,0,255.1372,0,1,0,3,13.29045,0,1,0,0,0,0,20543,1,4,3,1,1,0,0,1,49.27633,3,3,2,0,4912.958462
62,0,1,0,2,0,0,0,0,1,5,0,15,5,1,0,0,100171.6,1,0,0,0,1,0,0,0,164.9647,0,1,1,4,9.570705,0,0,0,0,1,1,31848,0,4,4,1,0,0,0,1,2.146247,3,5,4,1,940.3579408
50,0,1,0,2,0,0,0,0,1,2,1,12,4,0,1,0,49782.7,0,0,1,0,0,0,1,0,147.5031,1,1,0,6,3.978796,1,0,0,0,1,1,17242,1,2,2,0,0,0,0,0,9.25848,3,3,2,1,1149.144476
37,1,0,0,3,0,0,0,0,1,1,1,7,3,1,0,0,50898.88,0,0,1,0,0,1,0,0,149.9913,1,0,0,3,7.677464,1,0,1,0,0,1,244,0,3,3,0,1,0,0,0,46.08155,2,3,4,1,4259.291587
81,0,0,1,8,1,2,1,0,0,6,0,17,4,0,1,0,50836.65,0,1,0,0,0,0,1,0,240.1149,1,0,0,4,8.740627,0,0,0,0,1,1,2759,0,4,7,1,1,0,0,0,15.88923,5,6,6,3,2018.432674
73,0,1,0,4,0,0,1,0,0,3,1,18,3,0,1,0,71134.21,0,1,0,0,0,0,1,0,124.9781,0,0,0,4,9.067273,0,0,1,0,0,1,4207,0,4,4,0,0,0,1,0,71.89152,3,2,3,0,6101.379973
83,0,0,1,3,0,1,1,0,0,2,1,10,3,0,1,0,35982.39,0,0,1,0,1,0,0,0,139.981577,0,1,0,4,10.6224092,0,0,1,0,0,1,19001,0,1,2,0,1,0,0,0,5.173463744,4,3,3,0,825.6469228
47,1,0,0,1,0,0,1,0,0,3,0,8,4,0,1,0,50395.77,1,0,0,1,0,0,0,0,92.45514,0,0,0,3,11.41706,0,1,0,0,0,1,336,1,5,3,0,0,0,0,0,70.16029,3,2,4,0,6280.766215
27,0,0,1,1,0,0,0,0,1,3,0,11,3,1,0,0,16593.59,1,0,0,0,1,0,0,0,149.937833,0,1,0,4,6.306089367,0,0,0,1,0,1,25901,0,4,4,1,0,0,0,0,9.586248224,4,4,4,1,1554.416773
29,0,0,1,4,1,1,0,0,1,3,1,10,3,1,0,0,33192.8,0,0,1,0,0,0,0,1,200.1652,0,0,0,3,9.237382,1,0,0,1,0,1,199,0,3,3,1,1,1,0,1,4.85088,2,2,2,0,1131.789188
35,0,1,0,2,1,0,1,0,0,3,1,8,4,0,1,0,115029.8,0,1,0,0,0,0,1,0,235.1591,0,0,1,3,10.15194,0,0,0,1,0,1,921,0,4,3,1,1,0,0,1,36.05704,4,3,3,1,3729.770527
34,0,1,0,1,0,2,0,0,1,5,0,12,5,0,1,0,110491.4,1,0,0,0,0,0,1,0,104.9643,0,0,0,4,14.08607,0,0,1,0,0,1,403,1,4,3,0,0,1,0,1,53.90815,3,4,3,1,4996.04596
20,0,0,1,1,0,2,1,0,0,5,1,15,5,1,0,0,62952.13,0,1,0,0,0,1,0,0,124.97808,0,0,0,2,14.9103207,1,0,0,1,0,1,0,0,4,6,0,0,1,0,0,28.93788212,6,6,5,1,2580.979643
46,0,0,1,1,1,0,1,0,0,3,1,12,3,1,0,0,12531.29,1,0,0,1,0,0,0,0,164.9853,1,0,1,5,7.545931,0,0,1,0,0,1,1227,1,2,3,0,1,1,0,0,20.52701,6,4,4,0,2563.027756
69,0,1,0,3,0,1,1,0,0,4,1,11,3,1,0,0,25605.4,0,1,0,0,1,0,0,0,204.9797,1,0,0,5,14.22418,1,0,0,0,1,1,13864,1,1,4,1,0,0,0,1,65.11128,4,5,5,1,5681.82038
49,0,1,0,2,0,2,0,1,0,4,0,10,5,1,0,0,26569.81,1,0,0,1,0,0,0,0,94.972827,0,0,1,5,10.43343891,0,1,0,0,0,0,1826,1,3,4,0,0,1,1,0,9.22316707,4,4,4,1,1304.854276
62,1,0,0,4,1,1,1,0,0,3,0,6,4,0,1,0,11607.82,1,0,0,0,0,0,0,1,139.9349,0,1,0,4,11.4166,1,0,0,1,0,1,165,1,4,3,0,1,0,0,0,1.616979,3,4,3,0,962.2206823
20,0,1,0,0,1,2,1,0,0,4,0,12,4,0,1,0,39603.42,0,1,0,0,0,1,0,0,159.9875,1,0,1,2,10.19664,1,0,1,0,0,1,2879,0,3,4,0,0,0,1,1,6.7064,4,5,4,1,877.2126863
18,1,0,0,1,0,1,0,0,1,6,0,8,4,1,0,0,44804.66,1,0,0,1,0,0,0,0,182.4433,1,1,0,1,13.96589,0,0,1,0,0,1,43232,1,4,5,1,0,1,0,0,53.92549,6,4,5,1,5288.937008
84,0,1,0,0,0,0,1,0,0,3,0,10,3,0,1,0,36835.17,0,0,1,0,0,0,1,0,175.1331,0,0,0,4,13.55077,0,0,1,0,0,1,6304,1,4,2,1,1,0,0,0,64.53,2,2,3,0,5675.888405
79,1,0,0,4,0,2,0,1,0,4,1,19,4,1,0,0,113254.1,0,1,0,0,0,0,0,1,149.9621,0,0,0,4,11.00449,1,0,1,0,0,1,19735,0,4,2,0,1,0,0,0,63.25754,3,2,2,0,5487.786212
40,1,0,0,3,0,2,1,0,0,4,1,15,3,1,0,0,81847.44,0,1,0,0,0,0,1,0,174.9919,0,0,1,2,13.34978,1,0,0,0,1,1,45193,1,5,2,1,0,1,1,1,62.91268,4,4,3,0,5600.00441
72,0,1,0,2,0,0,0,1,0,5,0,14,4,1,0,0,19947.99,1,0,0,1,0,0,0,0,197.4702,1,1,1,4,12.59476,1,0,0,1,0,1,40830,1,5,4,1,0,1,0,1,37.8337,2,3,3,0,3903.674979
63,0,0,1,1,1,2,0,0,1,3,0,15,1,1,0,0,10909.79,1,0,0,0,0,0,0,1,220.114868,1,0,0,3,12.21852573,1,1,0,0,0,1,788,1,4,3,1,1,0,0,0,15.31997698,4,5,3,0,2181.752793
38,0,0,1,3,1,3,0,0,1,4,1,16,4,1,0,0,47347.97,0,1,0,0,0,0,1,0,252.6378,1,0,0,4,8.141997,1,1,0,0,0,1,2926,1,2,3,1,1,0,1,0,5.429608,5,2,4,2,1186.544217
67,1,0,0,1,0,2,0,1,0,3,0,12,4,0,1,0,33333.79,0,1,0,0,0,1,0,0,159.9875,1,0,1,4,10.15348,0,0,0,1,0,1,8631,0,3,3,0,0,0,0,1,59.566,3,3,2,0,5085.102968
22,0,1,0,4,0,1,0,0,1,5,0,15,3,0,1,0,82714.05,1,0,0,0,0,0,0,1,182.4433,1,1,0,4,8.231804,1,1,0,0,0,1,3109,1,5,5,1,0,0,0,0,61.88348,4,4,4,1,6102.523323
40,0,0,1,0,0,0,0,1,0,5,0,14,2,1,0,0,50455.61,1,0,0,1,0,0,0,0,142.4526,0,1,1,4,9.329676,1,0,0,0,1,1,1220,0,5,4,0,1,1,0,0,62.07809,4,4,4,0,5893.413959
34,1,0,0,0,0,2,1,0,0,4,0,7,4,0,1,0,7936.05,0,0,1,0,1,0,0,0,139.9792,0,1,1,3,10.89278,1,0,0,1,0,1,2174,1,5,4,1,0,0,0,0,56.28159,3,2,3,0,5070.792059
44,1,0,0,1,0,2,1,0,0,4,1,12,3,1,0,0,24218.05,0,1,0,0,0,1,0,0,160.0013,1,0,1,5,8.256042,0,0,0,1,0,1,195,1,3,4,0,0,0,0,0,25.17478,4,3,4,1,2341.106117
75,0,1,0,4,0,0,0,1,0,2,0,13,2,1,0,0,52982.0,0,1,0,0,0,0,1,0,144.9607,1,0,0,3,11.36732,1,0,0,1,0,1,308,1,4,2,0,0,0,0,0,68.22903,3,3,3,0,5699.245355
82,1,0,0,0,0,3,0,1,0,5,0,14,5,0,1,0,22420.64,0,0,1,0,0,0,1,0,79.97886,0,0,0,1,9.097873,1,1,0,0,0,0,6917,0,5,5,0,0,0,1,0,15.51392,3,5,4,0,1244.129071
33,0,0,1,2,0,0,1,0,0,2,1,8,2,1,0,0,15896.91,0,0,1,0,0,0,0,1,132.5127,0,0,1,3,8.919655,0,0,0,0,1,1,44328,0,4,4,0,1,1,0,1,9.986555,3,5,5,0,1291.650867
36,1,0,0,10,0,2,1,0,0,4,0,7,4,0,1,0,57023.3,0,1,0,0,0,1,0,0,204.9496,1,1,0,3,8.634494,1,0,1,0,0,1,1352,0,3,4,0,1,0,0,1,66.57674,5,3,3,0,6217.615271
20,0,1,0,1,0,1,0,0,1,4,0,9,4,1,0,0,50934.88,1,0,0,0,0,0,0,1,132.466002,0,0,1,4,9.299530649,0,0,0,0,1,1,23770,0,3,3,0,1,0,0,1,6.339774346,3,4,3,0,1333.027522
44,0,1,0,6,0,1,0,1,0,5,0,14,5,0,1,0,85194.69,1,0,0,0,1,0,0,0,127.4421,0,0,0,3,8.566319,0,0,0,0,1,1,481,0,2,4,1,0,0,0,0,14.70766,4,4,3,0,2060.536764
51,1,0,0,2,0,1,0,0,1,3,1,10,3,1,0,0,54290.34,0,0,1,1,0,0,0,0,149.9845,0,1,0,5,12.09389,0,0,0,1,0,1,32,1,2,2,1,0,1,0,0,10.15451,4,4,3,0,1224.72764
74,0,0,1,3,0,1,0,1,0,1,0,9,4,0,1,0,23083.13,0,1,0,0,0,1,0,0,172.4555,0,1,1,4,7.210451,1,0,1,0,0,1,52939,1,3,3,1,0,1,1,0,61.78631,3,3,4,1,5483.045236
21,0,0,1,0,0,0,1,0,0,3,0,10,4,0,1,0,11162.56,0,0,1,0,0,0,1,0,137.4978,1,1,1,3,8.172079,1,0,0,1,0,1,29243,1,5,5,0,0,0,1,0,66.31056,5,6,5,1,5847.437103
60,0,1,0,0,0,3,0,1,0,3,0,12,4,1,0,0,12100.28,1,0,0,0,1,0,0,0,124.9607,1,0,0,5,7.683526,0,0,1,0,0,1,4996,0,3,3,0,0,0,0,0,5.867453,2,2,3,0,929.0075954
87,0,1,0,4,0,2,1,0,0,2,1,12,2,1,0,0,38556.54,1,0,0,0,1,0,0,0,172.4705,1,0,0,5,6.464421,1,0,0,1,0,0,2801,1,2,1,1,0,0,0,0,63.40077,2,2,2,0,5922.604676
20,1,0,0,1,0,0,1,0,0,5,1,9,4,1,0,0,79206.11,1,0,0,0,0,0,1,0,159.9794,1,1,0,4,9.666671,1,0,0,0,1,1,35575,1,3,4,0,0,0,0,0,70.49957,4,4,5,2,6565.889584
64,0,1,0,2,0,2,0,0,1,3,1,17,2,0,1,0,19887.32,0,1,0,0,0,1,0,0,160.00128,1,0,1,6,5.659084819,0,0,0,0,1,1,18875,1,2,3,0,0,0,0,0,16.24273454,3,2,2,0,1656.731409
25,0,1,0,7,1,0,1,0,0,3,1,8,4,0,0,1,26190.19,0,0,1,0,0,1,0,0,162.5005,1,0,0,2,9.88811,1,1,0,0,0,1,257,0,5,4,0,1,1,0,1,7.916586,4,3,3,1,1259.881706
33,1,0,0,1,0,1,1,0,0,5,0,16,3,0,1,0,10199.44,0,0,1,0,0,1,0,0,137.4978,1,1,1,4,10.81518,0,1,0,0,0,1,24813,1,3,5,0,0,0,0,0,66.82313,5,5,4,0,5880.876863
45,0,1,0,0,1,0,1,0,0,5,1,15,5,1,0,0,13216.99,1,0,0,0,0,0,1,0,144.9889,0,0,1,2,8.308668,0,0,0,1,0,1,18575,0,2,3,0,1,0,1,1,4.64085,4,5,4,0,1166.216656
80,1,0,0,0,0,1,1,0,0,6,1,6,3,1,0,0,61544.69,0,1,0,0,0,0,1,0,214.9663,1,1,0,3,10.16994,1,0,0,0,1,1,2103,1,4,6,1,0,1,0,0,59.51347,4,3,4,1,5184.395666
70,0,1,0,4,0,2,1,0,0,3,1,15,3,1,0,0,12621.78,1,0,0,0,0,0,1,0,164.967,0,1,0,2,2.911116,1,0,0,0,1,1,65347,1,3,3,0,1,0,0,1,61.33886,3,2,3,0,5871.888679
63,0,0,1,2,0,1,0,0,1,3,1,12,4,0,1,0,67319.27,0,1,0,0,0,0,0,1,162.471255,0,0,0,4,6.362190982,1,1,0,0,0,1,5302,1,4,3,0,1,1,0,1,13.59137366,3,3,2,2,1460.513443
19,0,0,1,0,0,2,0,0,1,3,0,14,3,1,0,0,5156.97,1,0,0,0,0,0,1,0,245.1283,1,1,1,3,11.64392,1,0,0,0,1,1,2325,1,3,2,1,1,0,0,0,58.15583,2,3,2,0,5974.298824
49,1,0,0,1,1,4,1,0,0,3,1,11,3,1,0,0,25435.29,0,1,0,0,0,0,0,1,182.460772,0,1,0,5,12.9775086,1,0,1,0,0,1,4059,0,2,2,1,0,0,1,0,8.294910436,2,3,2,0,1048.128938
67,0,0,1,2,0,0,0,1,0,5,0,9,3,0,1,0,43140.04,0,1,0,0,0,1,0,0,207.4673,1,1,1,3,3.593769,0,0,1,0,0,0,27,0,4,4,0,1,0,0,1,67.5746,5,3,4,1,6026.66605
43,0,1,0,3,1,1,1,0,0,5,0,14,4,0,1,0,37461.71,1,0,0,0,0,0,1,0,162.4538,1,0,0,4,10.95773,0,0,0,1,0,1,193,0,5,5,0,1,1,0,1,6.306379,5,5,4,0,1360.253379
